CX332   264.08432406    -29.560636319 
CX333   264.07320381    -28.571547886 
CX334   264.02372309    -29.445077005 
CX335   263.97942291    -28.798713850 
CX336   263.88089359    -30.406376361 
CX337   263.86345747    -29.513043942 
CX338   263.66477692    -29.186790094 
CX339   263.35725231    -30.019904872 
CX340   266.30085912    -27.054957185 
CX341   265.29448716    -27.875568771 
CX342   264.89878112    -27.673172576 
CX343   268.94957531    -27.575877754 
CX344   267.32721748    -30.602830201 
CX345   265.52475547    -26.687109456 
CX346   264.42272992    -28.916180674 
CX347   263.61255502    -29.341881974 
CX348   269.19544727    -27.458298200 
CX349   269.16048887    -27.096683267 
CX350   269.00866028    -27.514376480 
CX351   268.95920268    -28.118293039 
CX352   268.90469039    -28.299960240 
CX353   268.83385381    -28.329126109 
CX354   268.46954645    -28.420341959 
CX355   268.39569309    -29.167797871 
CX356   268.38800165    -28.986201962 
CX357   268.25286246    -29.389838880 
CX358   268.24058130    -28.683191146 
CX359   268.13543086    -28.526112220 
CX360   267.81023421    -29.320090103 
CX361   267.78191498    -29.677080706 
CX362   267.65641341    -29.679246665 
CX363   267.64048835    -29.359214438 
CX364   266.96230887    -30.819106006 
CX365   266.90164555    -25.973672094 
CX366   266.79952035    -30.917892697 
CX367   266.72754587    -31.263771598 
CX368   266.68470615    -26.016685698 
CX369   266.53947560    -31.746850949 
CX370   266.50492106    -26.829320183 
CX371   266.42049191    -26.588707476 
CX372   266.35325009    -26.760844918 
CX373   266.34503747    -26.711465451 
CX374   266.01597620    -31.786075188 
CX375   265.99116692    -27.176129137 
CX376   265.95186978    -26.536010509 
CX377   265.81883556    -27.760379703 
CX378   265.61583602    -27.335469131 
CX379   265.31946284    -27.923498765 
CX380   265.22481949    -28.742907646 
CX381   265.09952203    -27.295135905 
CX382   264.82340818    -28.499251288 
CX383   264.78464412    -28.713935528 
CX384   264.70499082    -27.812818151 
CX385   264.44231273    -29.698988690 
CX386   264.43012330    -28.884686867 
CX387   264.27348770    -29.414707497 
CX388   264.24714797    -29.101030660 
CX389   264.21724909    -29.971550091 
CX390   264.03134168    -29.816225201 
CX391   264.02687073    -30.053089382 
CX392   263.96395412    -28.946294490 
CX393   263.87842163    -29.308912305 
CX394   263.82552942    -29.184082815 
CX395   263.57871946    -29.476259941 
CX396   263.54736914    -29.459165704 
CX397   263.49791623    -29.829787702 
CX398   263.43821967    -29.537951900 
CX399   268.72686423    -27.588215856 
CX400   267.15938537    -30.124579608 
CX401   266.14124928    -25.951533931 
CX402   263.88844910    -30.393550715 
CX403   268.27723392    -29.091777254 
CX404   268.24745225    -29.202978751 
CX405   267.15051228    -30.477719987 
CX406   267.12783439    -30.412887142 
CX407   266.92454852    -31.050278637 
CX408   266.68533994    -30.573904851 
CX409   264.98894224    -28.571642437 
CX410   264.40403807    -28.151063587 
CX411   264.29250238    -29.437956393 
CX412   264.18363134    -28.893471188 
CX413   269.53904302    -27.236329402 
CX414   269.29071447    -27.547153574 
CX415   269.12483777    -27.137954948 
CX416   268.64642112    -28.197809791 
CX417   268.61559613    -28.130287894 
CX418   268.57695308    -28.678196902 
CX419   268.57258603    -28.425490961 
CX420   268.54661351    -27.729505180 
CX421   268.51279708    -28.355771324 
CX422   268.45843324    -28.970985225 
CX423   268.45177596    -28.727632468 
CX424   268.32877694    -29.008475157 
CX425   268.19335865    -29.122762160 
CX426   268.15022381    -29.327727359 
CX427   268.14391725    -29.413122254 
CX428   268.13689641    -28.630008104 
CX429   268.13521417    -28.350328849 
CX430   268.11777470    -28.754611689 
CX431   268.11538861    -29.423145491 
CX432   267.83002700    -28.885738658 
CX433   267.81210208    -29.421676329 
CX434   267.79444857    -29.021684747 
CX435   267.74582360    -29.141678006 
CX436   267.72575297    -29.724197168 
CX437   267.51097763    -30.328854678 
CX438   267.45016695    -29.857654084 
CX439   267.16978510    -30.931107810 
CX440   266.91963381    -31.093488493 
CX441   266.90868583    -30.864525658 
CX442   266.84628171    -30.320467228 
CX443   266.81471633    -30.366055341 
CX444   266.67561245    -31.614169673 
CX445   266.62408403    -26.300584688 
CX446   266.61312982    -25.831142896 
CX447   266.59927083    -26.090302689 
CX448   266.53896255    -26.670223691 
CX449   266.49724089    -26.178857856 
CX450   266.47646854    -31.354750503 
CX451   266.44484139    -31.672733378 
CX452   266.44114857    -31.140981506 
CX453   266.42293722    -31.649901156 
CX454   266.35463887    -26.652232891 
CX455   266.17891836    -25.825728766 
CX456   266.15575601    -25.591352623 
CX457   265.99898992    -26.567892510 
CX458   265.97143218    -26.050043650 
CX459   265.78284103    -26.206431961 
CX460   265.75036159    -27.690033233 
CX461   265.67451590    -27.506024225 
CX462   265.67447444    -27.686492352 
CX463   265.67371033    -26.119307372 
CX464   265.59594665    -27.468886458 
CX465   265.52770660    -27.902238499 
CX466   265.40316788    -28.243127072 
CX467   265.35037408    -26.965403623 
CX468   265.28253529    -28.560689614 
CX469   265.19407296    -28.647381720 
CX470   265.17750991    -27.695553245 
CX471   265.12863718    -27.688633124 
CX472   265.10697189    -27.094564615 
CX473   265.07186714    -28.730398405 
CX474   265.01606077    -27.887150875 
CX475   264.94448326    -28.486918054 
CX476   264.77873321    -28.564752244 
CX477   264.73902431    -28.288214963 
CX478   264.67919445    -28.507094890 
CX479   264.53602652    -28.481628693 
CX480   264.50502546    -28.231315395 
CX481   264.49671770    -28.046797069 
CX482   264.44931872    -29.070015486 
CX483   264.37924725    -29.408919230 
CX484   264.33140072    -29.556485645 
CX485   264.32816227    -28.490453354 
CX486   264.18026400    -30.145702030 
CX487   264.04418214    -28.631127841 
CX488   264.02231276    -28.542286886 
CX489   264.01497191    -29.920359638 
CX490   263.95340541    -30.063349301 
CX491   263.93077910    -29.053755414 
CX492   263.83982009    -29.912943551 
CX493   263.74728477    -29.817538314 
CX494   263.74511054    -30.224690082 
CX495   263.69889943    -29.586582301 
CX496   263.63418819    -29.431156832 
CX497   263.59210878    -30.084917999 
CX498   263.58188829    -29.763613646 
CX499   263.41211917    -29.729865897 
CX500   263.16409884    -30.039616000 
CX501   268.21908153    -28.801561408 
CX502   268.09823789    -28.402634885 
CX503   267.04554976    -30.290837476 
CX504   266.47383528    -31.958680918 
CX505   265.97212248    -26.898104621 
CX506   265.19158693    -28.030079587 
CX507   268.99121205    -27.097433954 
CX508   267.76979173    -29.306996200 
CX509   267.33465649    -29.393542854 
CX510   266.71617087    -30.947627596 
CX511   264.47673257    -29.727121312 
CX512   264.04690973    -29.775874645 
CX513   269.19184970    -27.763274602 
CX514   269.15456649    -27.196051240 
CX515   268.94194993    -27.970779491 
CX516   268.89551864    -27.799769067 
CX517   268.84282650    -28.390010450 
CX518   268.76510524    -27.806445611 
CX519   268.68203342    -27.685743760 
CX520   268.65985582    -27.797153839 
CX521   268.65247796    -28.576213693 
CX522   268.63547733    -28.488361753 
CX523   268.60607588    -28.379644473 
CX524   268.58061055    -28.615056052 
CX525   268.52688622    -27.929638071 
CX526   268.50462179    -29.011828360 
CX527   268.49966652    -28.804408325 
CX528   268.40485863    -28.171230788 
CX529   268.31824469    -28.321439703 
CX530   268.24609543    -29.090105653 
CX531   268.23187378    -28.456330969 
CX532   268.06596679    -28.571126847 
CX533   268.04353896    -28.791915633 
CX534   268.03839945    -29.122711606 
CX535   267.98949544    -29.299690478 
CX536   267.81482142    -29.410311163 
CX537   267.80713687    -29.519391416 
CX538   267.72523583    -29.771024864 
CX539   267.59649812    -29.660914243 
CX540   267.57076634    -30.171189760 
CX541   267.54448485    -30.134826426 
CX542   267.43366232    -29.433789734 
CX543   267.38634841    -29.832141078 
CX544   267.31012827    -29.673991269 
CX545   267.21315718    -30.241208851 
CX546   267.20202828    -30.058144382 
CX547   267.18865744    -30.740449921 
CX548   267.18203644    -30.934485410 
CX549   266.98234300    -30.286079082 
CX550   266.87200400    -26.137289942 
CX551   266.82625917    -30.510545873 
CX552   266.74139976    -31.343170905 
CX553   266.72145687    -26.337986173 
CX554   266.64820161    -30.804798259 
CX555   266.64516297    -26.052315320 
CX556   266.62576447    -26.367934629 
CX557   266.62489832    -26.167976838 
CX558   266.58174594    -31.736486525 
CX559   266.56490720    -31.149547959 
CX560   266.55426475    -26.279646140 
CX561   266.53186349    -26.263188321 
CX562   266.50826884    -26.108851933 
CX563   266.48482257    -26.457638881 
CX564   266.45944831    -31.769237522 
CX565   266.38913024    -26.038065068 
CX566   266.36725890    -26.818480734 
CX567   266.33740533    -25.801338406 
CX568   266.33251157    -31.030190665 
CX569   266.31495816    -25.934891340 
CX570   266.28093241    -31.030220058 
CX571   266.27674104    -31.428191117 
CX572   266.27418178    -26.215131201 
CX573   266.25874123    -26.530677554 
CX574   266.25236184    -26.113175470 
CX575   266.24684705    -26.852723261 
CX576   266.22988873    -27.297938887 
CX577   266.22177846    -26.978301081 
CX578   266.17635965    -31.276101092 
CX579   266.13524955    -31.664333571 
CX580   266.13026081    -26.150431371 
CX581   266.11324676    -25.885788661 
CX582   266.06084345    -27.385513928 
CX583   266.04629497    -26.021371616 
CX584   266.00233683    -25.733977731 
CX585   265.95473309    -31.416568874 
CX586   265.95452257    -25.935084175 
CX587   265.92682082    -27.331957194 
CX588   265.91259520    -26.455368284 
CX589   265.85862054    -27.403044896 
CX590   265.84190861    -26.242401865 
CX591   265.78005130    -27.313488414 
CX592   265.73516048    -27.405059331 
CX593   265.71396429    -26.948278403 
CX594   265.69282724    -27.231495448 
CX595   265.68254104    -27.083381077 
CX596   265.67210691    -27.450113736 
CX597   265.66549519    -26.448871219 
CX598   265.56512736    -27.765899565 
CX599   265.54159814    -26.629519943 
CX600   265.48467533    -27.867503697 
CX601   265.42126410    -27.011590571 
CX602   265.37367608    -28.021442294 
CX603   265.27880292    -26.984124244 
CX604   265.25540080    -27.820597136 
CX605   265.19848859    -28.331764083 
CX606   265.15557996    -28.406982102 
CX607   265.15233144    -28.666636895 
CX608   265.13410118    -28.561569589 
CX609   265.12444111    -28.328084388 
CX610   264.98420730    -28.158036939 
CX611   264.96028172    -27.154132378 
CX612   264.95337950    -28.742855370 
CX613   264.90865643    -27.359856195 
CX614   264.83206863    -28.405400617 
CX615   264.82981784    -27.377899345 
CX616   264.78502666    -29.395691541 
CX617   264.77296683    -28.583229220 
CX618   264.38761709    -28.943041182 
CX619   264.28382187    -28.915965779 
CX620   264.27876507    -29.220758824 
CX621   264.26758166    -29.206766263 
CX622   264.22582042    -29.875429432 
CX623   264.20729503    -28.295196251 
CX624   264.15270887    -29.318793585 
CX625   264.13387502    -28.987090947 
CX626   264.11186687    -30.121615840 
CX627   264.06630106    -28.552765985 
CX628   263.97506363    -30.163254594 
CX629   263.96775839    -29.383211399 
CX630   263.89313043    -29.005295532 
CX631   263.68290811    -29.163958948 
CX632   263.47488879    -29.398684483 
CX633   263.32822247    -30.089497074 
CX634   263.31932932    -29.667504528 
CX635   263.31604605    -29.985697531 
CX636   263.31571182    -29.984488854 
CX637   263.28524738    -29.957794058 
CX638   263.25720315    -29.922028484 
CX639   263.17640453    -29.844451792 
CX640   263.00161344    -30.013944984 
CX641   262.93498311    -30.061768387 
CX642   268.97978297    -28.033342898 
CX643   268.36560987    -28.372911768 
CX644   268.07168085    -28.492327785 
CX645   266.63924068    -26.387319049 
CX646   263.77561164    -29.353367521 
CX647   263.35598964    -29.524407386 
CX648   268.93226139    -27.403861116 
CX649   268.85249466    -28.176961122 
CX650   268.53482093    -28.807274950 
CX651   266.76544733    -26.185749643 
CX652   265.00584066    -28.887563832 
CX653   264.76100570    -28.689545915 
CX654   264.08903947    -30.027650903 
CX655   263.43279730    -29.952053984 
CX656   262.93172144    -30.146698484 
CX657   269.44522147    -27.552691622 
CX658   269.43377894    -27.285571137 
CX659   269.40988372    -27.331928638 
CX660   269.25517630    -27.578788877 
CX661   269.20285867    -27.700346456 
CX662   269.17579462    -27.765090685 
CX663   269.12884568    -27.527691339 
CX664   269.11523068    -27.355300730 
CX665   269.01615965    -27.404387150 
CX666   269.00714751    -27.746770881 
CX667   269.00019421    -28.153870822 
CX668   268.98265259    -28.098801708 
CX669   268.97706527    -27.424663794 
CX670   268.96539033    -27.799129368 
CX671   268.94842091    -28.146164962 
CX672   268.94134024    -28.268550361 
CX673   268.86823630    -28.393478094 
CX674   268.83274039    -27.942241793 
CX675   268.64170928    -28.538704114 
CX676   268.63554483    -28.469412955 
CX677   268.56328893    -28.380062943 
CX678   268.55824596    -28.615949185 
CX679   268.55728912    -28.562136032 
CX680   268.55097308    -28.655676083 
CX681   268.52347525    -28.792378179 
CX682   268.51748219    -28.705970252 
CX683   268.51059433    -28.367045936 
CX684   268.50232368    -28.725511273 
CX685   268.48558451    -28.782735908 
CX686   268.45004514    -28.503505663 
CX687   268.44335838    -28.504703720 
CX688   268.42627202    -28.592003726 
CX689   268.41586866    -28.492136099 
CX690   268.40296629    -28.195687224 
CX691   268.35096607    -28.452665189 
CX692   268.27181300    -29.217158040 
CX693   268.20932134    -28.663301791 
CX694   268.20236740    -28.946900863 
CX695   268.16737173    -29.349396067 
CX696   268.12640886    -29.276798673 
CX697   268.10105769    -29.043983664 
CX698   268.08693213    -29.074198043 
CX699   268.07290546    -28.621391650 
CX700   267.95184045    -28.652628660 
CX701   267.92100614    -29.315423280 
CX702   267.91429722    -28.878640059 
CX703   267.89027070    -28.918792163 
CX704   267.86310083    -28.981011635 
CX705   267.81701600    -29.395654388 
CX706   267.80048823    -29.290312422 
CX707   267.68613472    -30.121090468 
CX708   267.66649979    -30.115736460 
CX709   267.65397975    -30.032784784 
CX710   267.64707083    -29.455819712 
CX711   267.63557487    -29.349934429 
CX712   267.56154152    -30.055197898 
CX713   267.51978892    -30.271611087 
CX714   267.49736754    -29.953060679 
CX715   267.49656615    -29.577467594 
CX716   267.46475800    -30.302233790 
CX717   267.45881672    -29.708811893 
CX718   267.45243481    -30.205823231 
CX719   267.38157310    -30.030883350 
CX720   267.35583735    -29.619816339 
CX721   267.33637952    -30.468408829 
CX722   267.30079866    -30.543367145 
CX723   267.29098084    -30.493037037 
CX724   267.22599603    -30.311077942 
CX725   267.16434042    -30.022014527 
CX726   267.12436646    -30.446096637 
CX727   267.08060806    -30.630780562 
CX728   267.04994308    -30.409005723 
CX729   266.98957044    -30.262788214 
CX730   266.97705588    -30.141949362 
CX731   266.95302825    -31.030843103 
CX732   266.90960348    -30.188553872 
CX733   266.89247435    -30.768054052 
CX734   266.83893970    -26.036052638 
CX735   266.83501802    -31.064003485 
CX736   266.82927031    -31.261187768 
CX737   266.75048716    -26.021640953 
CX738   266.73162759    -30.485614185 
CX739   266.62731008    -31.067111691 
CX740   266.62248941    -30.777338515 
CX741   266.60629666    -30.792674498 
CX742   266.58309822    -26.207936177 
CX743   266.58300707    -25.997476543 
CX744   266.57228000    -31.561390338 
CX745   266.55758476    -30.741568866 
CX746   266.54807006    -25.819186680 
CX747   266.54320060    -25.989549131 
CX748   266.53050396    -30.894691599 
CX749   266.50601676    -26.913969636 
CX750   266.50513308    -31.206816903 
CX751   266.50171301    -30.931490012 
CX752   266.48135970    -30.929880983 
CX753   266.48074284    -25.741504506 
CX754   266.47065371    -31.044965137 
CX755   266.46376368    -26.581008897 
CX756   266.46316803    -26.082448254 
CX757   266.45737660    -31.341352402 
CX758   266.42776750    -25.947320254 
CX759   266.40659605    -31.221298638 
CX760   266.35331055    -25.790244826 
CX761   266.34703640    -26.193918134 
CX762   266.34355556    -26.145026601 
CX763   266.29210996    -25.497880449 
CX764   266.22868735    -26.817179875 
CX765   266.22214326    -31.356888122 
CX766   266.19404055    -27.043846052 
CX767   266.17577974    -26.394647431 
CX768   266.15721642    -31.237080529 
CX769   266.14443283    -26.365022758 
CX770   266.12971341    -27.447406904 
CX771   266.07686479    -31.726219294 
CX772   266.02104816    -26.533148680 
CX773   266.00809501    -26.847260890 
CX774   266.00629588    -27.278910261 
CX775   265.98308932    -26.064628557 
CX776   265.92842087    -26.766906634 
CX777   265.90718610    -27.441414748 
